#   indx         mu         mg         mr         mi         mz          Mr
#
    6474 1.830109e+01 1.724527e+01 1.656612e+01 1.617456e+01 1.598267e+01 -2.096739e+01
    6510 1.933503e+01 1.792310e+01 1.735220e+01 1.705231e+01 1.678559e+01 -2.019652e+01
    6515 2.020690e+01 1.840490e+01 1.745910e+01 1.701452e+01 1.663527e+01 -2.018521e+01
    6518 1.863529e+01 1.761287e+01 1.704355e+01 1.677522e+01 1.679118e+01 -2.056755e+01
    6527 1.893076e+01 1.734884e+01 1.650053e+01 1.609363e+01 1.567075e+01 -2.099670e+01
    6558 1.861735e+01 1.763228e+01 1.721764e+01 1.695464e+01 1.668041e+01 -2.043163e+01
    6560 1.907652e+01 1.801884e+01 1.748954e+01 1.716293e+01 1.708239e+01 -2.014418e+01
    6577 1.873801e+01 1.787534e+01 1.727248e+01 1.694582e+01 1.674753e+01 -2.038836e+01
    6578 1.960159e+01 1.786255e+01 1.693941e+01 1.650907e+01 1.614707e+01 -2.070657e+01
    6580 1.870120e+01 1.751897e+01 1.687260e+01 1.650599e+01 1.629588e+01 -2.078192e+01
    6586 2.002277e+01 1.849642e+01 1.744270e+01 1.699162e+01 1.663098e+01 -2.021273e+01
    6592 1.933742e+01 1.777370e+01 1.688909e+01 1.644929e+01 1.603407e+01 -2.076641e+01
    6605 1.880295e+01 1.781844e+01 1.729983e+01 1.698377e+01 1.671607e+01 -2.019761e+01
    6607 1.905782e+01 1.782533e+01 1.724678e+01 1.683456e+01 1.658223e+01 -2.020467e+01
    6609 1.867617e+01 1.719720e+01 1.637058e+01 1.591188e+01 1.555714e+01 -2.115189e+01
    6613 1.919574e+01 1.796426e+01 1.721796e+01 1.680695e+01 1.647434e+01 -2.016131e+01
    6712 1.912608e+01 1.786328e+01 1.726457e+01 1.686075e+01 1.651625e+01 -2.040893e+01
    6743 1.872492e+01 1.739856e+01 1.670780e+01 1.633452e+01 1.605285e+01 -2.070857e+01
    7112 1.948607e+01 1.775000e+01 1.722728e+01 1.694090e+01 1.688124e+01 -2.015602e+01
    7121 1.823996e+01 1.717642e+01 1.670025e+01 1.637748e+01 1.614833e+01 -2.076174e+01
    7124 1.825426e+01 1.711841e+01 1.646874e+01 1.615507e+01 1.590086e+01 -2.125552e+01
    7131 1.894313e+01 1.792410e+01 1.750094e+01 1.713571e+01 1.705828e+01 -1.996472e+01
    7139 1.907463e+01 1.788846e+01 1.734962e+01 1.696518e+01 1.685868e+01 -2.010893e+01
    7149 1.989066e+01 1.794063e+01 1.711857e+01 1.674217e+01 1.647317e+01 -2.033590e+01
    7157 1.930979e+01 1.767297e+01 1.676844e+01 1.639607e+01 1.612760e+01 -2.090831e+01
    7336 2.000292e+01 1.828503e+01 1.721334e+01 1.670389e+01 1.619636e+01 -2.049862e+01
    7422 1.915006e+01 1.802246e+01 1.751988e+01 1.722042e+01 1.702518e+01 -2.019721e+01
    7437 2.008239e+01 1.824774e+01 1.733599e+01 1.696181e+01 1.661732e+01 -2.023546e+01
    7443 1.848144e+01 1.703629e+01 1.627432e+01 1.588928e+01 1.561049e+01 -2.130609e+01
    7465 1.944611e+01 1.829567e+01 1.751073e+01 1.710046e+01 1.668188e+01 -2.006545e+01
    7473 1.912112e+01 1.808780e+01 1.751948e+01 1.716820e+01 1.698613e+01 -2.000517e+01
    7476 1.879320e+01 1.712197e+01 1.619941e+01 1.577816e+01 1.554933e+01 -2.138135e+01
    7521 1.980239e+01 1.813624e+01 1.712415e+01 1.667117e+01 1.645035e+01 -2.053687e+01
    7524 2.016108e+01 1.832253e+01 1.749697e+01 1.708464e+01 1.679299e+01 -2.014839e+01
    7529 1.900400e+01 1.801664e+01 1.749811e+01 1.723062e+01 1.690431e+01 -2.022825e+01
    7542 1.970599e+01 1.826054e+01 1.740721e+01 1.695956e+01 1.655656e+01 -1.997899e+01
    7566 2.000394e+01 1.805173e+01 1.710543e+01 1.660078e+01 1.633121e+01 -2.055321e+01
    7569 1.856913e+01 1.729576e+01 1.678378e+01 1.642109e+01 1.624301e+01 -2.051383e+01
    7594 1.810697e+01 1.686532e+01 1.642821e+01 1.607981e+01 1.611798e+01 -2.105766e+01
    7714 1.861652e+01 1.696005e+01 1.612926e+01 1.568722e+01 1.549171e+01 -2.145355e+01
    7719 1.842267e+01 1.693835e+01 1.620984e+01 1.584161e+01 1.568898e+01 -2.137092e+01
    7749 1.927529e+01 1.790159e+01 1.709678e+01 1.666380e+01 1.634569e+01 -2.062283e+01
    7779 1.970936e+01 1.868406e+01 1.753705e+01 1.703928e+01 1.685122e+01 -2.008473e+01
    7795 1.938415e+01 1.804714e+01 1.727931e+01 1.691692e+01 1.663645e+01 -2.009130e+01
    7804 1.919522e+01 1.783114e+01 1.703849e+01 1.666561e+01 1.629350e+01 -2.032884e+01
    7805 1.991894e+01 1.801562e+01 1.706354e+01 1.670060e+01 1.643209e+01 -2.057507e+01
    7820 1.992993e+01 1.810377e+01 1.717161e+01 1.677461e+01 1.639622e+01 -2.049977e+01
    7824 1.831375e+01 1.643784e+01 1.551103e+01 1.506342e+01 1.484175e+01 -2.215577e+01
    7825 1.947326e+01 1.809605e+01 1.726333e+01 1.688624e+01 1.661548e+01 -2.042898e+01
    7827 1.879198e+01 1.794704e+01 1.748942e+01 1.717835e+01 1.702914e+01 -2.017687e+01
    7828 1.853321e+01 1.746484e+01 1.676266e+01 1.642059e+01 1.630293e+01 -2.093315e+01
    7844 1.888156e+01 1.779243e+01 1.735718e+01 1.670952e+01 1.671524e+01 -2.032009e+01
    7887 1.936376e+01 1.787871e+01 1.701144e+01 1.656267e+01 1.620893e+01 -2.058419e+01
    7950 1.892387e+01 1.780814e+01 1.722431e+01 1.689644e+01 1.662953e+01 -2.028273e+01
    7958 1.892873e+01 1.778229e+01 1.713032e+01 1.674721e+01 1.662725e+01 -2.062153e+01
    7982 1.902212e+01 1.783268e+01 1.728045e+01 1.697902e+01 1.679002e+01 -2.002438e+01
    7985 1.903597e+01 1.788831e+01 1.738159e+01 1.710062e+01 1.676372e+01 -1.995543e+01
    7995 1.939662e+01 1.773664e+01 1.702216e+01 1.665611e+01 1.634767e+01 -2.037634e+01
    7996 1.859046e+01 1.745106e+01 1.687871e+01 1.653647e+01 1.632518e+01 -2.050918e+01
    8002 2.022601e+01 1.829531e+01 1.735000e+01 1.695756e+01 1.662150e+01 -1.999571e+01
    8011 1.985447e+01 1.826525e+01 1.741082e+01 1.703848e+01 1.679792e+01 -2.014325e+01
    8019 1.881059e+01 1.762635e+01 1.706227e+01 1.671692e+01 1.644191e+01 -2.035441e+01
    8020 1.914452e+01 1.794782e+01 1.757493e+01 1.730980e+01 1.702995e+01 -1.976079e+01
    8023 1.880899e+01 1.772578e+01 1.732435e+01 1.700844e+01 1.684198e+01 -2.020880e+01
    8025 1.944820e+01 1.682513e+01 1.587050e+01 1.546538e+01 1.518887e+01 -2.147904e+01
    8027 1.916653e+01 1.794992e+01 1.757185e+01 1.728549e+01 1.719752e+01 -1.975999e+01
    8029 1.898065e+01 1.763671e+01 1.702380e+01 1.666986e+01 1.644495e+01 -2.033895e+01
    8031 2.001738e+01 1.821935e+01 1.736352e+01 1.694102e+01 1.658210e+01 -2.018388e+01
    8049 1.820848e+01 1.675283e+01 1.592684e+01 1.548322e+01 1.513865e+01 -2.146024e+01
    8058 1.874865e+01 1.736662e+01 1.659848e+01 1.624384e+01 1.588567e+01 -2.071996e+01
    8068 1.896135e+01 1.786222e+01 1.725485e+01 1.690790e+01 1.673655e+01 -2.010179e+01
    8100 2.006672e+01 1.786548e+01 1.694852e+01 1.656208e+01 1.623520e+01 -2.034976e+01
    8137 1.982706e+01 1.832346e+01 1.747946e+01 1.706342e+01 1.667782e+01 -1.996054e+01
    8157 1.818024e+01 1.699973e+01 1.649577e+01 1.620491e+01 1.603801e+01 -2.093769e+01
    8162 1.891316e+01 1.787828e+01 1.732020e+01 1.690365e+01 1.674092e+01 -2.011405e+01
    8166 1.926539e+01 1.783243e+01 1.729691e+01 1.701077e+01 1.677514e+01 -2.014094e+01
    8203 1.986699e+01 1.775201e+01 1.728079e+01 1.698548e+01 1.678052e+01 -2.021801e+01
    8209 1.986494e+01 1.836915e+01 1.748149e+01 1.713332e+01 1.696866e+01 -2.001159e+01
    8261 1.876564e+01 1.766443e+01 1.705149e+01 1.678470e+01 1.660175e+01 -2.037170e+01
    8309 1.989480e+01 1.815327e+01 1.727703e+01 1.693126e+01 1.649706e+01 -2.004356e+01
    8310 1.978864e+01 1.829738e+01 1.736197e+01 1.697911e+01 1.664611e+01 -1.995325e+01
    8311 1.959813e+01 1.785183e+01 1.699151e+01 1.664680e+01 1.631481e+01 -2.035337e+01
    8356 1.958508e+01 1.764852e+01 1.677538e+01 1.632830e+01 1.603842e+01 -2.053505e+01
    8361 1.913170e+01 1.796103e+01 1.755643e+01 1.731730e+01 1.721472e+01 -1.977302e+01
    8363 1.838910e+01 1.690471e+01 1.603526e+01 1.559077e+01 1.528974e+01 -2.128633e+01
    8372 1.944633e+01 1.718958e+01 1.617915e+01 1.571841e+01 1.538543e+01 -2.117553e+01
    8382 1.931088e+01 1.797715e+01 1.724505e+01 1.686859e+01 1.657142e+01 -2.006136e+01
    8393 1.846481e+01 1.701640e+01 1.636598e+01 1.599641e+01 1.572663e+01 -2.099608e+01
    8398 1.821145e+01 1.721016e+01 1.659259e+01 1.622612e+01 1.600451e+01 -2.084163e+01
    8410 1.874100e+01 1.767749e+01 1.719045e+01 1.684757e+01 1.663187e+01 -2.025267e+01
    8413 1.906742e+01 1.803507e+01 1.749240e+01 1.719033e+01 1.694535e+01 -1.995230e+01
    8416 1.911992e+01 1.770882e+01 1.719631e+01 1.686911e+01 1.680705e+01 -2.020876e+01
    8417 1.938599e+01 1.781870e+01 1.729621e+01 1.694050e+01 1.671018e+01 -2.010868e+01
    8419 1.861632e+01 1.746806e+01 1.688725e+01 1.657513e+01 1.632259e+01 -2.053270e+01
    8421 1.840892e+01 1.717723e+01 1.643337e+01 1.605128e+01 1.585214e+01 -2.102616e+01
    8460 1.884629e+01 1.774774e+01 1.739189e+01 1.720221e+01 1.711315e+01 -2.004577e+01
    8468 1.917411e+01 1.806110e+01 1.721046e+01 1.670412e+01 1.637790e+01 -2.024092e+01
    8485 2.057999e+01 1.788593e+01 1.710147e+01 1.677089e+01 1.641748e+01 -2.037288e+01
    8489 1.926195e+01 1.743327e+01 1.646881e+01 1.605492e+01 1.572412e+01 -2.096608e+01
    8490 2.066322e+01 1.842255e+01 1.752312e+01 1.716748e+01 1.679195e+01 -1.991655e+01
    8637 1.946171e+01 1.786463e+01 1.702014e+01 1.662901e+01 1.621453e+01 -2.040991e+01
    8643 1.937470e+01 1.787384e+01 1.728926e+01 1.692471e+01 1.667350e+01 -2.013545e+01
    8649 2.035739e+01 1.844482e+01 1.759868e+01 1.725173e+01 1.688087e+01 -1.977283e+01
    8650 1.799364e+01 1.672650e+01 1.628792e+01 1.599556e+01 1.580947e+01 -2.112486e+01
    8652 1.916275e+01 1.765528e+01 1.691706e+01 1.656960e+01 1.627303e+01 -2.054607e+01
    8673 1.988644e+01 1.833564e+01 1.743104e+01 1.705268e+01 1.667421e+01 -1.998938e+01
    8677 1.944423e+01 1.808246e+01 1.728931e+01 1.689908e+01 1.656044e+01 -2.013334e+01
    8696 1.855293e+01 1.753285e+01 1.708834e+01 1.687521e+01 1.663941e+01 -2.027006e+01
    8739 1.996741e+01 1.774466e+01 1.728276e+01 1.698242e+01 1.682670e+01 -2.046722e+01
    8744 1.824305e+01 1.670953e+01 1.608551e+01 1.571070e+01 1.553055e+01 -2.135427e+01
    8751 1.869895e+01 1.720368e+01 1.642434e+01 1.599354e+01 1.577986e+01 -2.098022e+01
    8758 1.851744e+01 1.696176e+01 1.618338e+01 1.581701e+01 1.551037e+01 -2.126355e+01
    8759 2.069731e+01 1.839515e+01 1.744956e+01 1.703458e+01 1.676791e+01 -1.994438e+01
    8762 1.934088e+01 1.800606e+01 1.734005e+01 1.698350e+01 1.681400e+01 -2.007782e+01
    8763 1.922881e+01 1.772045e+01 1.716130e+01 1.684810e+01 1.666562e+01 -2.023863e+01
    8795 1.858031e+01 1.715433e+01 1.638111e+01 1.596226e+01 1.565216e+01 -2.135298e+01
    8820 1.856388e+01 1.739759e+01 1.699118e+01 1.668354e+01 1.666516e+01 -2.058874e+01
    8821 1.882259e+01 1.771852e+01 1.726174e+01 1.703417e+01 1.685717e+01 -2.011930e+01
    8828 1.947305e+01 1.792745e+01 1.704179e+01 1.658315e+01 1.641626e+01 -2.053910e+01
    8830 1.966122e+01 1.817272e+01 1.740332e+01 1.698482e+01 1.666735e+01 -2.018384e+01
    8832 1.839623e+01 1.706506e+01 1.634814e+01 1.598376e+01 1.576329e+01 -2.122861e+01
    8833 2.011256e+01 1.849911e+01 1.758933e+01 1.718546e+01 1.685109e+01 -1.995541e+01
    8875 1.949160e+01 1.800488e+01 1.721166e+01 1.672745e+01 1.635228e+01 -2.035853e+01
    8886 2.068811e+01 1.853223e+01 1.757514e+01 1.715482e+01 1.682433e+01 -1.998590e+01
    8887 1.954944e+01 1.738813e+01 1.651325e+01 1.610657e+01 1.580952e+01 -2.098903e+01
    8890 2.074911e+01 1.851941e+01 1.756838e+01 1.716273e+01 1.686738e+01 -2.001383e+01
    8894 1.983071e+01 1.792494e+01 1.693705e+01 1.651033e+01 1.603377e+01 -2.056514e+01
    8939 1.846441e+01 1.769411e+01 1.714726e+01 1.679170e+01 1.675398e+01 -2.058656e+01
    8952 1.999272e+01 1.838138e+01 1.746915e+01 1.706522e+01 1.677719e+01 -2.001136e+01
    8970 2.067159e+01 1.847307e+01 1.739170e+01 1.687222e+01 1.642888e+01 -2.020852e+01
    8982 1.966114e+01 1.800982e+01 1.711758e+01 1.672645e+01 1.639217e+01 -2.037297e+01
    8984 1.953448e+01 1.774442e+01 1.679521e+01 1.635090e+01 1.604676e+01 -2.071713e+01
    8985 1.917365e+01 1.767205e+01 1.686692e+01 1.643732e+01 1.611397e+01 -2.068257e+01
    8988 1.905252e+01 1.728820e+01 1.649191e+01 1.608233e+01 1.581717e+01 -2.109270e+01
    8989 1.957536e+01 1.791602e+01 1.710033e+01 1.663530e+01 1.633403e+01 -2.044971e+01
    8994 1.941507e+01 1.794156e+01 1.713727e+01 1.676252e+01 1.648875e+01 -2.042794e+01
    9039 1.995384e+01 1.840185e+01 1.748164e+01 1.698570e+01 1.668336e+01 -2.014899e+01
    9060 1.972925e+01 1.824625e+01 1.744589e+01 1.704684e+01 1.669300e+01 -2.022159e+01
    9192 1.855040e+01 1.729315e+01 1.629085e+01 1.589400e+01 1.576094e+01 -2.143397e+01
    9200 2.062655e+01 1.841151e+01 1.743963e+01 1.700114e+01 1.663574e+01 -2.022726e+01
    9210 1.793079e+01 1.654902e+01 1.602144e+01 1.565587e+01 1.544888e+01 -2.139444e+01
    9219 1.891062e+01 1.757720e+01 1.685800e+01 1.649340e+01 1.639318e+01 -2.055612e+01
    9227 1.772087e+01 1.683582e+01 1.636154e+01 1.604342e+01 1.594213e+01 -2.118470e+01
    9253 1.982755e+01 1.807520e+01 1.718634e+01 1.674988e+01 1.646271e+01 -2.055241e+01
    9518 1.901101e+01 1.795346e+01 1.738676e+01 1.709717e+01 1.684462e+01 -2.034150e+01
    9546 1.822651e+01 1.711618e+01 1.647034e+01 1.613869e+01 1.581778e+01 -2.124774e+01
    9577 1.927594e+01 1.778153e+01 1.702582e+01 1.666001e+01 1.635189e+01 -2.062795e+01
    9585 1.907079e+01 1.791005e+01 1.728653e+01 1.694959e+01 1.675865e+01 -2.001344e+01
    9599 1.880936e+01 1.785883e+01 1.746151e+01 1.715858e+01 1.706729e+01 -2.028490e+01
    9625 1.952979e+01 1.769242e+01 1.699215e+01 1.664255e+01 1.641713e+01 -2.046152e+01
    9643 1.884822e+01 1.768286e+01 1.706458e+01 1.677070e+01 1.661420e+01 -2.034227e+01
    9647 1.934735e+01 1.799398e+01 1.731553e+01 1.696832e+01 1.659900e+01 -2.015767e+01
    9656 1.943879e+01 1.831216e+01 1.753222e+01 1.712536e+01 1.688397e+01 -2.019029e+01
    9805 1.894760e+01 1.789315e+01 1.751878e+01 1.725570e+01 1.721290e+01 -1.987093e+01
    9853 1.883224e+01 1.783424e+01 1.720567e+01 1.688524e+01 1.662015e+01 -2.040649e+01
    9900 1.953917e+01 1.824521e+01 1.740228e+01 1.701184e+01 1.685757e+01 -1.990449e+01
    9903 1.996269e+01 1.808818e+01 1.720853e+01 1.680833e+01 1.651657e+01 -2.044707e+01
    9914 1.876589e+01 1.757062e+01 1.689634e+01 1.653680e+01 1.628964e+01 -2.041037e+01
    9927 1.870783e+01 1.683123e+01 1.586944e+01 1.538217e+01 1.503634e+01 -2.170438e+01
    9935 1.943323e+01 1.736785e+01 1.642667e+01 1.605882e+01 1.576585e+01 -2.115161e+01
    9957 1.987359e+01 1.844822e+01 1.755264e+01 1.716318e+01 1.688373e+01 -2.002342e+01
    9964 1.878184e+01 1.730775e+01 1.654858e+01 1.617774e+01 1.590976e+01 -2.079994e+01
    9988 1.897545e+01 1.785870e+01 1.751429e+01 1.724667e+01 1.723529e+01 -2.019344e+01
    9993 1.922636e+01 1.834147e+01 1.746745e+01 1.712910e+01 1.668584e+01 -2.018205e+01
   10010 1.888870e+01 1.723612e+01 1.650633e+01 1.620687e+01 1.592506e+01 -2.115031e+01
   10011 1.816495e+01 1.712549e+01 1.663531e+01 1.629223e+01 1.602865e+01 -2.104048e+01
   10026 1.985935e+01 1.807545e+01 1.742133e+01 1.708699e+01 1.693427e+01 -2.023751e+01
   10035 1.888486e+01 1.753847e+01 1.675984e+01 1.639099e+01 1.616085e+01 -2.090438e+01
   10048 1.796862e+01 1.652957e+01 1.570367e+01 1.532940e+01 1.499763e+01 -2.195657e+01
   10055 1.896264e+01 1.754312e+01 1.699655e+01 1.669930e+01 1.688849e+01 -2.066229e+01
   10069 1.867117e+01 1.754266e+01 1.719309e+01 1.686194e+01 1.682627e+01 -2.024478e+01
   10084 2.042553e+01 1.835104e+01 1.732041e+01 1.687696e+01 1.652226e+01 -2.029872e+01
   10085 1.941788e+01 1.788874e+01 1.724361e+01 1.689010e+01 1.662355e+01 -2.022023e+01
   10273 1.937439e+01 1.787020e+01 1.715997e+01 1.682771e+01 1.659543e+01 -2.044906e+01
   10292 1.944326e+01 1.814890e+01 1.746391e+01 1.712149e+01 1.684953e+01 -2.017548e+01
   10317 1.826553e+01 1.739020e+01 1.705815e+01 1.681006e+01 1.683802e+01 -2.054577e+01
   10323 1.810724e+01 1.656000e+01 1.573350e+01 1.537781e+01 1.508004e+01 -2.164489e+01
   10325 1.787328e+01 1.685172e+01 1.631132e+01 1.603870e+01 1.586980e+01 -2.135806e+01
   10331 1.913825e+01 1.742601e+01 1.647603e+01 1.613003e+01 1.588814e+01 -2.116959e+01
   10358 2.004914e+01 1.800032e+01 1.707175e+01 1.666080e+01 1.631731e+01 -2.056974e+01
   10359 2.006208e+01 1.823259e+01 1.741892e+01 1.699385e+01 1.661912e+01 -2.028442e+01
   10364 2.047794e+01 1.811871e+01 1.726892e+01 1.684790e+01 1.659685e+01 -2.042394e+01
   10365 1.917717e+01 1.820953e+01 1.753584e+01 1.711885e+01 1.684500e+01 -2.013296e+01
   10372 1.898867e+01 1.793117e+01 1.741150e+01 1.704919e+01 1.679531e+01 -2.025442e+01
   10376 1.941275e+01 1.786263e+01 1.692495e+01 1.651233e+01 1.618073e+01 -2.075800e+01
   10392 1.884472e+01 1.736243e+01 1.645920e+01 1.612569e+01 1.571250e+01 -2.128248e+01
   10470 1.897693e+01 1.775384e+01 1.720991e+01 1.688091e+01 1.690534e+01 -2.032889e+01
   10472 1.948470e+01 1.818285e+01 1.747627e+01 1.719279e+01 1.684166e+01 -2.005524e+01
   10504 1.981927e+01 1.793106e+01 1.700334e+01 1.658191e+01 1.621163e+01 -2.063414e+01
   10514 1.914166e+01 1.791181e+01 1.741519e+01 1.716583e+01 1.699620e+01 -2.008070e+01
   10547 2.006916e+01 1.820845e+01 1.751822e+01 1.724617e+01 1.711214e+01 -1.983748e+01
   10551 1.895314e+01 1.759131e+01 1.718974e+01 1.694443e+01 1.667268e+01 -2.016025e+01
   10553 1.997587e+01 1.836753e+01 1.747513e+01 1.709665e+01 1.680256e+01 -1.982321e+01
   10560 1.865934e+01 1.752105e+01 1.698052e+01 1.663617e+01 1.659365e+01 -2.039712e+01
   10562 1.889878e+01 1.740906e+01 1.660119e+01 1.619826e+01 1.591213e+01 -2.076745e+01
   10570 1.976243e+01 1.794818e+01 1.706738e+01 1.667649e+01 1.637256e+01 -2.035921e+01
   10573 2.033353e+01 1.849015e+01 1.753779e+01 1.724406e+01 1.682646e+01 -1.977540e+01
   10574 1.988999e+01 1.826629e+01 1.731644e+01 1.697089e+01 1.663832e+01 -2.003625e+01
   10575 1.996341e+01 1.803385e+01 1.710703e+01 1.667400e+01 1.629595e+01 -2.024385e+01
   10576 1.945166e+01 1.765892e+01 1.673138e+01 1.633286e+01 1.596467e+01 -2.068809e+01
   10587 1.943342e+01 1.832015e+01 1.736027e+01 1.689365e+01 1.665906e+01 -2.000677e+01
   10588 1.886430e+01 1.694873e+01 1.621246e+01 1.589569e+01 1.568034e+01 -2.117271e+01
   10590 2.061162e+01 1.812515e+01 1.726962e+01 1.687189e+01 1.661328e+01 -2.002772e+01
   10599 1.964757e+01 1.831918e+01 1.750876e+01 1.722986e+01 1.690303e+01 -1.986077e+01
   10602 1.881721e+01 1.773528e+01 1.754428e+01 1.742997e+01 1.764098e+01 -1.980880e+01
   10614 2.010175e+01 1.822416e+01 1.732884e+01 1.691881e+01 1.662854e+01 -1.999100e+01
   10615 1.998735e+01 1.809184e+01 1.725490e+01 1.689318e+01 1.657258e+01 -2.011955e+01
   10616 1.908389e+01 1.739459e+01 1.653266e+01 1.617384e+01 1.584083e+01 -2.079226e+01
   10619 1.942671e+01 1.810634e+01 1.747963e+01 1.711537e+01 1.704766e+01 -1.984096e+01
   10621 2.009600e+01 1.822720e+01 1.725752e+01 1.683459e+01 1.643231e+01 -2.008046e+01
   10624 1.985315e+01 1.810066e+01 1.718980e+01 1.680482e+01 1.650084e+01 -2.012647e+01
   10639 1.916488e+01 1.726483e+01 1.631856e+01 1.590209e+01 1.556300e+01 -2.120193e+01
   10640 2.027907e+01 1.855505e+01 1.757695e+01 1.719392e+01 1.684920e+01 -1.995483e+01
   10663 1.889510e+01 1.784520e+01 1.723224e+01 1.699108e+01 1.687974e+01 -2.013592e+01
   10703 1.861498e+01 1.758025e+01 1.712425e+01 1.677510e+01 1.653650e+01 -2.037274e+01
   10778 1.896376e+01 1.786898e+01 1.741628e+01 1.719569e+01 1.750210e+01 -2.002444e+01
   10790 1.943962e+01 1.796360e+01 1.744653e+01 1.708792e+01 1.698677e+01 -1.998962e+01
   10805 1.915610e+01 1.798372e+01 1.749258e+01 1.713583e+01 1.688692e+01 -1.993267e+01
   10806 1.924379e+01 1.796400e+01 1.726669e+01 1.675850e+01 1.654361e+01 -2.016756e+01
   10830 1.991696e+01 1.769193e+01 1.684264e+01 1.639570e+01 1.612882e+01 -2.045476e+01
   10831 1.979537e+01 1.793787e+01 1.703706e+01 1.661995e+01 1.628717e+01 -2.028333e+01
   10833 1.979188e+01 1.809661e+01 1.709630e+01 1.667750e+01 1.629099e+01 -2.021198e+01
   10834 1.801164e+01 1.708951e+01 1.665446e+01 1.634640e+01 1.625900e+01 -2.084772e+01
   10835 1.940099e+01 1.740649e+01 1.678243e+01 1.636327e+01 1.619526e+01 -2.054401e+01
   10846 1.954445e+01 1.813833e+01 1.744147e+01 1.697479e+01 1.655423e+01 -1.988607e+01
   10856 2.070611e+01 1.850609e+01 1.759045e+01 1.715988e+01 1.693829e+01 -1.974446e+01
   10876 1.958185e+01 1.812566e+01 1.737243e+01 1.695392e+01 1.661900e+01 -1.997741e+01
   10948 1.991604e+01 1.868733e+01 1.748114e+01 1.726698e+01 1.688290e+01 -1.982060e+01
   10949 2.008002e+01 1.845371e+01 1.760295e+01 1.714188e+01 1.685000e+01 -1.973276e+01
   10953 1.914578e+01 1.744293e+01 1.651478e+01 1.609971e+01 1.576931e+01 -2.114638e+01
   10956 1.883385e+01 1.747024e+01 1.678540e+01 1.639213e+01 1.612428e+01 -2.057455e+01
   10961 1.862608e+01 1.756038e+01 1.721795e+01 1.697350e+01 1.686604e+01 -2.013056e+01
   10962 1.946616e+01 1.736160e+01 1.639805e+01 1.595864e+01 1.565175e+01 -2.094768e+01
   10967 1.995391e+01 1.833655e+01 1.752363e+01 1.718229e+01 1.693114e+01 -1.982264e+01
   10969 1.856573e+01 1.739984e+01 1.675411e+01 1.636432e+01 1.613345e+01 -2.066418e+01
   10971 1.883000e+01 1.715380e+01 1.639829e+01 1.606528e+01 1.601100e+01 -2.102238e+01
   10985 1.984599e+01 1.779751e+01 1.734117e+01 1.698055e+01 1.687390e+01 -1.998573e+01
   10986 1.799502e+01 1.685179e+01 1.638312e+01 1.603728e+01 1.581720e+01 -2.096675e+01
   10987 1.819855e+01 1.715845e+01 1.658052e+01 1.626528e+01 1.613450e+01 -2.109381e+01
   10997 1.908291e+01 1.761661e+01 1.686804e+01 1.647618e+01 1.621122e+01 -2.050454e+01
   11022 1.911074e+01 1.790352e+01 1.729486e+01 1.699645e+01 1.689833e+01 -2.012766e+01
   11028 1.855408e+01 1.753576e+01 1.712271e+01 1.688818e+01 1.641699e+01 -2.032461e+01
   11029 1.881589e+01 1.777576e+01 1.715363e+01 1.677154e+01 1.663440e+01 -2.028947e+01
   11032 1.919735e+01 1.791678e+01 1.728608e+01 1.690508e+01 1.663353e+01 -2.015975e+01
   11035 1.789924e+01 1.653049e+01 1.570415e+01 1.525652e+01 1.503658e+01 -2.173783e+01
   11040 1.946889e+01 1.757938e+01 1.671366e+01 1.634874e+01 1.606062e+01 -2.070985e+01
   11041 1.914182e+01 1.755412e+01 1.663700e+01 1.623601e+01 1.586747e+01 -2.079829e+01
   11042 1.896272e+01 1.729581e+01 1.637856e+01 1.595690e+01 1.569107e+01 -2.108334e+01
   11045 1.815141e+01 1.702221e+01 1.632661e+01 1.596233e+01 1.580987e+01 -2.111755e+01
   11048 1.777462e+01 1.607948e+01 1.531611e+01 1.499381e+01 1.473973e+01 -2.214251e+01
   11054 1.799929e+01 1.703249e+01 1.623034e+01 1.585610e+01 1.577954e+01 -2.120300e+01
